scenario,param_beta,param_alpha,param_delta,param_eps,param_eta,param_sep,param_gamma,param_sigma,param_tau_w,param_tau_c,param_rr,param_pop_savers,param_match_eff,param_vac_cost,param_z_i,param_omega,param_home_prod,y_f,y_i,y_tot,k,inv,r,l_f,l_i,u,v,theta,p_find,p_fill,w_f,w_i,s_w,p,pidx,cf_sav,ci_sav,cf_spd,ci_spd,inc_sav,inc_spd,gov_rev,gov_exp,lump_tax,unemployment,informal_share,informal_output_share,wage_gap,replacement_rate,real_c_sav,real_c_spd,inequality_ratio,walras_gap
baseline,0.985,0.4,0.025,0.5,0.5,0.07,0.85,2.0,0.375,0.2,0.15,0.5,0.5430860465116281,1.4169509510457283,1.1837557670274572,0.897721351607031,0.20459517856268808,3.0852262673655835,0.3603508690073717,3.4455771363729553,30.677076324089448,0.7669269081022364,0.04022842639593897,0.66722,0.24678000000000003,0.086,0.086,1.0,0.5430860465116281,0.5430860465116281,2.555369238847963,1.4602109936274072,1.6306704068203621,1.0,1.1759451832153032,1.661664973157032,0.2726147707352325,0.5347766043163826,0.08773609827213913,2.266612738523671,0.7294680234517982,1.0786608643237348,0.03296426318113872,-1.0456966011425959,0.086,0.27,0.10458360232408005,1.7500000000000002,0.15,1.9274816299908073,0.6203248534572553,3.1072132919523985,4.440892098500626e-16
